"Scientific Name","Common Name","Other Common Names","Growth Form","Ecoregion III","Ecoregion IV","Min Height","Max Height","Min Spread","Max Spread","Leaf Retention","Lifespan","Soil","Light","Water","Native Habitat","Bloom Season","Bloom Color","Seasonal Interest","Wildlife Benefit","Maintenence","Comments","References"
"Berlandiera lyrata","Chocolate Daisy","Chocolate Flower, Lyreleaf Greeneyes, Green-eyed Lyre Leaf","[""Herbaceous""]","Chihuahuan Deserts, Edwards Plateau, High Plains, Southwestern Tablelands","Chihuahuan Basins and Playas,Chihuahuan Desert Grasslands,Chihuahuan Montane Woodlands,Low Mountains and Bajadas,Stockton Plateau, , , Edwards Plateau Woodland,Semiarid Edwards Plateau, , Arid Llano Estacado,Canadian/Cimarron High Plains,Llano Estacado,Rolling Sand Plains,Shinnery Sands, , Semiarid Canadian Breaks, , ","2","4","0.25","0.5","Deciduous","Perennial","Sand, Loam, Rocky, Limestone, Caliche, Calcareous, Well Drained, Dry","Sun, Part Shade","Low","[""Grassland"",""Woodland""]","Spring, Summer, Fall","Yellow","Forage, Nectar","Browsers, Hummingbirds","Easy to grow. Reseeds readily. In a meadow, it can be mowed in early summer after the first wave of blooms. Use as an accent in a perennial garden, or shortgrass meadow. It can get quite tall with rich soil and abundant water, but in drier soils it is more compact. Propagation: seed,","Blooms April-November. This flower really does smell like chocolate, especially on warm days. Leaves are pale green in a rosette at the base of the plant. Longer branches are topped by flower heads with yellow rays surrounding a maroon central disc. The yellow flower petals open in late afternoon and have red to maroon veins on the underside. The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas, 2) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=2300&locationType=County&mapType=Normal. 3) https://www.wildflower.org/plants/result.php?id_plant=BELY. 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Berlandiera+lyrata&formsubmit=Search+Terms 5) Wasowski, Sally and Wasowski, Andy, Native Texas Plants, Landscaping Region by Region, 1988, 1991, pg 180. 6) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=36832#null, 7) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014."
"Betula nigra","River Birch","Red Birch, Black Birch, Water Birch","[""Tree""]","Western Gulf Coastal Plain",", , , , , , , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","30","50","20","30","Deciduous","Perennial","Sand, Loam, Clay, Poor Drainage, Moist","Sun, Part Shade","Medium","[""Wetland or Riparian""]","Spring","Green, Brown","Fall Color, Seeds, Forage","Browsers, Birds, Small Mammals","River birch has a fast growth rate and is long-lived. One of the most trouble free of the birches. Prune only in the summer when the sap has stopped flowing. Requires moisture at all times or it will die in dry areas. Likes Houston's clay soil. Provides yellow color in the fall. Propagation: seed, softwood cutting.","Blooms Apri-June. A spreading crown of several large limbs with drooping branches. Usually multi-trunked. Silvery to peach colored bark flakes in sheets, to deeper orange. Leave are thick texture, bright green with whitish underside, toothed edges and turn yellow in fall. Male and female catkins are on the same tree. The fruit resembles little cones.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas., 2) https://www.wildflower.org/plants/result.php?id_plant=BENI. 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Betula+nigra&formsubmit=Search+Terms. 4) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4945&locationType=County&mapType=Normal. 5) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 332. 6) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=19480#null, 7) https://www.haufc.org/river-birch"
"Betula nigra","River Birch","Red Birch, Black Birch, Water Birch","[""Tree""]","Western Gulf Coastal Plain",", , , , , , , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","30","50","20","30","Deciduous","Perennial","Sand, Loam, Clay, Poor Drainage, Moist","Sun, Part Shade","Medium","[""Wetland or Riparian""]","Spring","Green, Brown","Fall Color, Seeds, Forage","Browsers, Birds, Small Mammals","River birch has a fast growth rate and is long-lived. One of the most trouble free of the birches. Prune only in the summer when the sap has stopped flowing. Requires moisture at all times or it will die in dry areas. Likes Houston's clay soil. Provides yellow color in the fall. Propagation: seed, softwood cutting.","Blooms Apri-June. A spreading crown of several large limbs with drooping branches. Usually multi-trunked. Silvery to peach colored bark flakes in sheets, to deeper orange. Leave are thick texture, bright green with whitish underside, toothed edges and turn yellow in fall. Male and female catkins are on the same tree. The fruit resembles little cones.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas., 2) https://www.wildflower.org/plants/result.php?id_plant=BENI. 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Betula+nigra&formsubmit=Search+Terms. 4) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4945&locationType=County&mapType=Normal. 5) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 332. 6) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=19480#null, 7) https://www.haufc.org/river-birch"
"Betula nigra","River Birch","Red Birch, Black Birch, Water Birch","[""Tree""]","Western Gulf Coastal Plain",", , , , , , , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","30","50","20","30","Deciduous","Perennial","Sand, Loam, Clay, Poor Drainage, Moist","Sun, Part Shade","Medium","[""Wetland or Riparian""]","Spring","Green, Brown","Fall Color, Seeds, Forage","Browsers, Birds, Small Mammals","River birch has a fast growth rate and is long-lived. One of the most trouble free of the birches. Prune only in the summer when the sap has stopped flowing. Requires moisture at all times or it will die in dry areas. Likes Houston's clay soil. Provides yellow color in the fall. Propagation: seed, softwood cutting.","Blooms Apri-June. A spreading crown of several large limbs with drooping branches. Usually multi-trunked. Silvery to peach colored bark flakes in sheets, to deeper orange. Leave are thick texture, bright green with whitish underside, toothed edges and turn yellow in fall. Male and female catkins are on the same tree. The fruit resembles little cones.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas., 2) https://www.wildflower.org/plants/result.php?id_plant=BENI. 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Betula+nigra&formsubmit=Search+Terms. 4) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4945&locationType=County&mapType=Normal. 5) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 332. 6) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=19480#null, 7) https://www.haufc.org/river-birch"
"Bidens aristosa","Swamp Marigold","Bearded Beggarticks, Tickseed Sunflower","[""Herbaceous""]","East Central Texas Plains, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain",", , , Northern Post Oak Savanna,Northern Prairie Outliers, , Northern Humid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","5","1","2","Deciduous","Annual","Sand, Loam, Clay, Rich, Moist","Part Shade","High","[""Grassland"",""Wetland or Riparian""]","Summer, Fall","Yellow","Seeds, Nectar, Pollen, Larval Host","Butterflies, Birds, Bees","Easy to grow. Relatively pest and deer resistant. Works well for prairies, meadows, and woodland edges. Annual, but reseeds readily. Thin to control seedlings if needed in a small garden space. Propagation: seed, cutting.","Blooms July-November. Slender, leafy, much-branched stems bear several yellow, daisy-like flower heads. The prickly fruit of Bidens species are known as beggars' ticks for the two-pronged ""stickers"" that cling to clothing in the fall. Larval host: Dainty Sulphur.","1) https://www.wildflower.org/plants/result.php?id_plant=BIAR; 2) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=35713#null; 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=2320&locationType=County&mapType=Normal; 4) https://plants.ces.ncsu.edu/plants/bidens-aristosa, 5) https://www.prairiemoon.com/bidens-aristosa-swamp-marigold, 5) https://www.gardenia.net/plant/bidens-aristosa, 6) https://www.everwilde.com/store/Bidens-aristosa-mutica-WildFlower-Seed.html, 7) https://plants.ces.ncsu.edu/plants/bidens-aristosa/#:~:text=Attributes:%20Genus:%20Bidens%20Species:,Fire%20Risk%20Rating:%20medium%20flammability"
"Bidens laevis","Smooth Beggarticks","Smooth Bidens, Smooth Bur Marigold, Larger Bur Marigold","[""Herbaceous""]","Chihuahuan Deserts, East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain",", Low Mountains and Bajadas, , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, Northern Humid Gulf Coastal Prairies, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","1","3","1","3","Deciduous","Annual","Sand, Clay, Rich, Well Drained, Moist","Sun, Part Shade","High","[""Wetland or Riparian""]","Summer, Fall","Yellow","Seeds, Nectar, Pollen","Butterflies, Birds, Nectar Insects, Bees","Blooms best in full sun. Self seeds easily. Can tend to flop over when top heavy with flowers and seeds. Native habitat: bogs, marshy areas, along creeks, and pond edges. Propagation: seed.","Blooms June-October. The flowers have golden yellow petals and brownish disc flowers in the center. Lance-shaped leaves are sessile with a base that is sometimes fused around the stem. Leaf margins are serrated. The fruit is a 3-4 angled wedge-shaped achene (single seed) with barbs for adhering to fur and clothes.","1)https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=35711#null, 2) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=2334&locationType=County&mapType=Normal, 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Bidens+laevis&formsubmit=Search+Terms, 4) https://www.wildflower.org/plants/result.php?id_plant=BILA, 5) https://plants.ces.ncsu.edu/plants/bidens-laevis/#:~:text=This%20plant%20will%20grow%20in,butterflies%20and%20will%20self%2Dseed., 6) "
"Bidens polylepis","Bearded Beggarticks","Tickseed Sunflower","[""Herbaceous""]","Western Gulf Coastal Plain",", , , , , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","5","1","3","Deciduous","Annual","Rich, Well Drained, Moist","Sun, Part Shade","High","[""Grassland"",""Woodland"",""Wetland or Riparian""]","Summer, Fall","Yellow","Seeds, Nectar, Pollen, Larval Host, Flowers","Butterflies, Birds, Bees","Easy to grow, low maintenance. Native habitat: moist prairies, wet meadows, and prairie swales. Although it is an annual, it reseeds prolifically and can form large colonies. Propagation: seed.","Blooms July-November. Can be biennial in warmer regions. Slender, leafy, much-branched stems. Daisy-like flower heads. Seeds are 2-pronged ""stickers"" that cling to one's clothing  The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus. Larval host: Dainty Sulfur.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=35732, 2) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=2320&locationType=County&mapType=Normal, 3) https://www.wildflower.org/plants/result.php?id_plant=BIAR, 4) https://www.prairiemoon.com/bidens-polylepis-bearded-beggarticks, 5) https://fsus.ncbg.unc.edu/main.php?pg=show-taxon.php&&plantname=bidens&limit=1&offset=15&taxonid=5808, 6) https://plants.ces.ncsu.edu/plants/bidens-aristosa/, 7) https://www.prairiemoon.com/bidens-polylepis-bearded-beggarticks"
"Bidens polylepis","Bearded Beggarticks","Tickseed Sunflower","[""Herbaceous""]","Western Gulf Coastal Plain",", , , , , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","5","1","3","Deciduous","Annual","Rich, Well Drained, Moist","Sun, Part Shade","High","[""Grassland"",""Woodland"",""Wetland or Riparian""]","Summer, Fall","Yellow","Seeds, Nectar, Pollen, Larval Host, Flowers","Butterflies, Birds, Bees","Easy to grow, low maintenance. Native habitat: moist prairies, wet meadows, and prairie swales. Although it is an annual, it reseeds prolifically and can form large colonies. Propagation: seed.","Blooms July-November. Can be biennial in warmer regions. Slender, leafy, much-branched stems. Daisy-like flower heads. Seeds are 2-pronged ""stickers"" that cling to one's clothing  The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus. Larval host: Dainty Sulfur.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=35732, 2) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=2320&locationType=County&mapType=Normal, 3) https://www.wildflower.org/plants/result.php?id_plant=BIAR, 4) https://www.prairiemoon.com/bidens-polylepis-bearded-beggarticks, 5) https://fsus.ncbg.unc.edu/main.php?pg=show-taxon.php&&plantname=bidens&limit=1&offset=15&taxonid=5808, 6) https://plants.ces.ncsu.edu/plants/bidens-aristosa/, 7) https://www.prairiemoon.com/bidens-polylepis-bearded-beggarticks"
"Bidens polylepis","Bearded Beggarticks","Tickseed Sunflower","[""Herbaceous""]","Western Gulf Coastal Plain",", , , , , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","5","1","3","Deciduous","Annual","Rich, Well Drained, Moist","Sun, Part Shade","High","[""Grassland"",""Woodland"",""Wetland or Riparian""]","Summer, Fall","Yellow","Seeds, Nectar, Pollen, Larval Host, Flowers","Butterflies, Birds, Bees","Easy to grow, low maintenance. Native habitat: moist prairies, wet meadows, and prairie swales. Although it is an annual, it reseeds prolifically and can form large colonies. Propagation: seed.","Blooms July-November. Can be biennial in warmer regions. Slender, leafy, much-branched stems. Daisy-like flower heads. Seeds are 2-pronged ""stickers"" that cling to one's clothing  The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus. Larval host: Dainty Sulfur.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=35732, 2) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=2320&locationType=County&mapType=Normal, 3) https://www.wildflower.org/plants/result.php?id_plant=BIAR, 4) https://www.prairiemoon.com/bidens-polylepis-bearded-beggarticks, 5) https://fsus.ncbg.unc.edu/main.php?pg=show-taxon.php&&plantname=bidens&limit=1&offset=15&taxonid=5808, 6) https://plants.ces.ncsu.edu/plants/bidens-aristosa/, 7) https://www.prairiemoon.com/bidens-polylepis-bearded-beggarticks"
"Bidens polylepis","Bearded Beggarticks","Tickseed Sunflower","[""Herbaceous""]","Western Gulf Coastal Plain",", , , , , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","5","1","3","Deciduous","Annual","Rich, Well Drained, Moist","Sun, Part Shade","High","[""Grassland"",""Woodland"",""Wetland or Riparian""]","Summer, Fall","Yellow","Seeds, Nectar, Pollen, Larval Host, Flowers","Butterflies, Birds, Bees","Easy to grow, low maintenance. Native habitat: moist prairies, wet meadows, and prairie swales. Although it is an annual, it reseeds prolifically and can form large colonies. Propagation: seed.","Blooms July-November. Can be biennial in warmer regions. Slender, leafy, much-branched stems. Daisy-like flower heads. Seeds are 2-pronged ""stickers"" that cling to one's clothing  The fruit is a cypsela: a dry, one-seeded fruit, usually topped by pappus. Larval host: Dainty Sulfur.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=35732, 2) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=2320&locationType=County&mapType=Normal, 3) https://www.wildflower.org/plants/result.php?id_plant=BIAR, 4) https://www.prairiemoon.com/bidens-polylepis-bearded-beggarticks, 5) https://fsus.ncbg.unc.edu/main.php?pg=show-taxon.php&&plantname=bidens&limit=1&offset=15&taxonid=5808, 6) https://plants.ces.ncsu.edu/plants/bidens-aristosa/, 7) https://www.prairiemoon.com/bidens-polylepis-bearded-beggarticks"
"Bignonia capreolata","Crossvine","","[""Vine""]","East Central Texas Plains, Edwards Plateau, Western Gulf Coastal Plain",", , , Northern Post Oak Savanna, Balcones Canyonlands, , , , , Flatwoods,Southern Tertiary Uplands","60","70","2","3","Semi Evergreen","Perennial","Sand, Loam, Clay, Limestone, Well Drained, Moist, Dry","Sun, Part Shade","Low, Medium","[""Woodland""]","Spring","Red, Yellow","Forage, Nectar, Pollen","Browsers, Butterflies, Deer, Hummingbirds","Can be pruned to direct and control growth if needed. Tolerates shade, but produces more flowers in the sun. Can withstand brief flooding, but in general needs well-drained soil. Propagation: root cutting, softwood cutting, seed.","Blooms March-May. A woody vine, climbs using tendrils with adhesive pads that will stick to surfaces. Narrow, compound leaves change from dark green in summer to reddish-purple in winter. Trumpet shaped flowers show a variety of combinations of red and yellow. The fruit is a brown, flat, pod-like capsule.","1) Griffith, Bryce, Omernick & Rodgers (2007). 2) https://www.wildflower.org/plants/result.php?id_plant=BICA. 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Bignonia+capreolata&formsubmit=Search+Terms. 4) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4965&locationType=County&mapType=Normal. 5) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 6) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 357. 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=34307#null, 8) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014."
"Bignonia capreolata","Crossvine","","[""Vine""]","East Central Texas Plains, Edwards Plateau, Western Gulf Coastal Plain",", , , Northern Post Oak Savanna, Balcones Canyonlands, , , , , Flatwoods,Southern Tertiary Uplands","60","70","2","3","Semi Evergreen","Perennial","Sand, Loam, Clay, Limestone, Well Drained, Moist, Dry","Sun, Part Shade","Low, Medium","[""Woodland""]","Spring","Red, Yellow","Forage, Nectar, Pollen","Browsers, Butterflies, Deer, Hummingbirds","Can be pruned to direct and control growth if needed. Tolerates shade, but produces more flowers in the sun. Can withstand brief flooding, but in general needs well-drained soil. Propagation: root cutting, softwood cutting, seed.","Blooms March-May. A woody vine, climbs using tendrils with adhesive pads that will stick to surfaces. Narrow, compound leaves change from dark green in summer to reddish-purple in winter. Trumpet shaped flowers show a variety of combinations of red and yellow. The fruit is a brown, flat, pod-like capsule.","1) Griffith, Bryce, Omernick & Rodgers (2007). 2) https://www.wildflower.org/plants/result.php?id_plant=BICA. 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Bignonia+capreolata&formsubmit=Search+Terms. 4) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4965&locationType=County&mapType=Normal. 5) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 6) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 357. 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=34307#null, 8) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014."
"Bignonia capreolata","Crossvine","","[""Vine""]","East Central Texas Plains, Edwards Plateau, Western Gulf Coastal Plain",", , , Northern Post Oak Savanna, Balcones Canyonlands, , , , , Flatwoods,Southern Tertiary Uplands","60","70","2","3","Semi Evergreen","Perennial","Sand, Loam, Clay, Limestone, Well Drained, Moist, Dry","Sun, Part Shade","Low, Medium","[""Woodland""]","Spring","Red, Yellow","Forage, Nectar, Pollen","Browsers, Butterflies, Deer, Hummingbirds","Can be pruned to direct and control growth if needed. Tolerates shade, but produces more flowers in the sun. Can withstand brief flooding, but in general needs well-drained soil. Propagation: root cutting, softwood cutting, seed.","Blooms March-May. A woody vine, climbs using tendrils with adhesive pads that will stick to surfaces. Narrow, compound leaves change from dark green in summer to reddish-purple in winter. Trumpet shaped flowers show a variety of combinations of red and yellow. The fruit is a brown, flat, pod-like capsule.","1) Griffith, Bryce, Omernick & Rodgers (2007). 2) https://www.wildflower.org/plants/result.php?id_plant=BICA. 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Bignonia+capreolata&formsubmit=Search+Terms. 4) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=4965&locationType=County&mapType=Normal. 5) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 6) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 357. 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=34307#null, 8) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014."
"Boehmeria cylindrica","Smallspike False Nettle","Bog Hemp","[""Herbaceous""]","East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain",", , , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, Northern Humid Gulf Coastal Prairies, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","4","5","1","2","Deciduous","Perennial","Sand, Loam, Limestone, Rich, Well Drained, Moist","Sun, Part Shade, Shade","Medium","[""Woodland"",""Wetland or Riparian""]","Summer, Fall","Green, Brown","Larval Host","Caterpillars, Butterflies","Prefers moist, shady conditions. The lower leaves may yellow and wither if the plant is too hot and dry. Spreads by rhizomes. Pruning can encourage a fuller, bushier appearance. Native habitat: swamps, bogs, marshes, wet meadows, ditches. Propagation: seed.","Blooms June-November. Stem is erect, usually unbranched. Leaves are thick, often drooping, lance shaped, with toothed margins, Tiny greenish flowers are arranged in clusters along spikes in the axis of leaves. Male and female flowers grow on separate plants.Lacks stinging hairs characteristic of other nettles. The fruit is a round, purplish, winged achene (dry, one-seed). Larval host: Eastern Comma, Red Admiral butterflies. ","1) https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=19121#null, 2) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=23694&locationType=County&mapType=Normal, 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Boehmeria+cylindrica&formsubmit=Search+Terms, 4) https://www.wildflower.org/plants/result.php?id_plant=BOCY, 5) https://www.prairiemoon.com/boehmeria-cylindrica-smallspike-false-nettle#:~:text=Smallspike%20False%20Nettle%20grows%20to,False%20Nettle%20and%20Bog%20Hemp., 6) https://plants.ces.ncsu.edu/plants/boehmeria-cylindrica/, 7) https://regionalconservation.org/beta/nfyn/plantdetail.asp?tx=Boehcyli#:~:text=Habitats:%20Swamps%20and%20moist%20forests,Can%20be%20grown%20from%20seed."
"Borrichia frutescens","Sea Ox-eye Daisy","Sea Ox-eye, Bushy Seaside Tansy, Bushy Seaoxeye, Sea Daisy","[""Herbaceous""]","Chihuahuan Deserts, Gulf Coast Prairies and Marshes, Southern Texas Plains",", Stockton Plateau, , , , Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , Rio Grande Floodplain and Terraces,Texas-Tamaulipan Thornscrub, , , ","2","4","1","2","Semi Evergreen","Perennial","Sand, Loam, Clay, Saline","Sun","Low, Medium","[""Grassland"",""Wetland or Riparian""]","Spring, Summer, Winter, Fall","Orange, Yellow","Seeds, Nectar, Flowers","Butterflies, Birds, Small Mammals, Nectar Insects, Moths, Bees","Tolerates saline soils. Effective as border or foundation plant. Spreads by rhizomes. May require annual cutting to the base to control spread. Native habitat: marshes, tidal flats, lagoons. Propagation: seed.","Blooms July-August. Forms ascending branches with fleshy, oval, gray-green leaves that are pubescent on both sides. Produces bright yellow, daisy-like flowers. The fruit is cypsela: dry single seed attached to silky hairs.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=35781&print_version=PRT&source=to_print#null, 2) https://bonap.net/Napa/TaxonMaps/Genus/County/Borrichia, 3) https://www.wildflower.org/plants/result.php?id_plant=BOFR, 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Borrichia+frutescens&formsubmit=Search+Terms, 5)Richardson, Alfred. Plants of Deep South Texas: A Field Guide to the Woody and Flowering Species (Perspectives on South Texas, sponsored by Texas A&M University-Kingsville) (p. 90). Texas A&M University Press."
"Borrichia frutescens","Sea Ox-eye Daisy","Sea Ox-eye, Bushy Seaside Tansy, Bushy Seaoxeye, Sea Daisy","[""Herbaceous""]","Chihuahuan Deserts, Gulf Coast Prairies and Marshes, Southern Texas Plains",", Stockton Plateau, , , , Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , Rio Grande Floodplain and Terraces,Texas-Tamaulipan Thornscrub, , , ","2","4","1","2","Semi Evergreen","Perennial","Sand, Loam, Clay, Saline","Sun","Low, Medium","[""Grassland"",""Wetland or Riparian""]","Spring, Summer, Winter, Fall","Orange, Yellow","Seeds, Nectar, Flowers","Butterflies, Birds, Small Mammals, Nectar Insects, Moths, Bees","Tolerates saline soils. Effective as border or foundation plant. Spreads by rhizomes. May require annual cutting to the base to control spread. Native habitat: marshes, tidal flats, lagoons. Propagation: seed.","Blooms July-August. Forms ascending branches with fleshy, oval, gray-green leaves that are pubescent on both sides. Produces bright yellow, daisy-like flowers. The fruit is cypsela: dry single seed attached to silky hairs.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=35781&print_version=PRT&source=to_print#null, 2) https://bonap.net/Napa/TaxonMaps/Genus/County/Borrichia, 3) https://www.wildflower.org/plants/result.php?id_plant=BOFR, 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Borrichia+frutescens&formsubmit=Search+Terms, 5)Richardson, Alfred. Plants of Deep South Texas: A Field Guide to the Woody and Flowering Species (Perspectives on South Texas, sponsored by Texas A&M University-Kingsville) (p. 90). Texas A&M University Press."
